page,country,rev_id,Population,prediction
Ilkka Kanerva,Finland,768366748.0,5529000.0,C
Paul Kraatz,Finland,768642265.0,5529000.0,Stub
Outi Alanko-Kahiluoto,Finland,769803311.0,5529000.0,Stub
Jarmo Rantanen,Finland,770789619.0,5529000.0,Stub
Gustaf Mauritz Armfelt,Finland,770939478.0,5529000.0,C
Juho Sunila,Finland,772524993.0,5529000.0,Stub
Oskari Mantere,Finland,772525055.0,5529000.0,Stub
Mauno Pekkala,Finland,772525440.0,5529000.0,Stub
Ralf Törngren,Finland,772525648.0,5529000.0,Stub
V. J. Sukselainen,Finland,772525710.0,5529000.0,Stub
Rafael Paasio,Finland,772526034.0,5529000.0,Start
Teuvo Aura,Finland,772526165.0,5529000.0,Stub
Eero Yrjö Pehkonen,Finland,772675056.0,5529000.0,Stub
Heikki Haavisto,Finland,773070346.0,5529000.0,Stub
Heikki Taskinen,Finland,773070727.0,5529000.0,Stub
Verner Lindberg,Finland,773093511.0,5529000.0,Stub
Helena Brander,Finland,773095089.0,5529000.0,Stub
Helena Vatanen,Finland,773096263.0,5529000.0,Stub
Henrik Ramsay,Finland,773185737.0,5529000.0,Start
Anders Wirenius,Finland,773816371.0,5529000.0,Stub
Johannes Bäck,Finland,774204654.0,5529000.0,Stub
Immanuel Bäck,Finland,774212233.0,5529000.0,Stub
Carl-Olaf Homén,Finland,774333381.0,5529000.0,Stub
Antti Kukkonen,Finland,775251439.0,5529000.0,Stub
Theodor Wegelius,Finland,775296373.0,5529000.0,Stub
Otto Stenroth,Finland,775296731.0,5529000.0,Start
Rainer von Fieandt,Finland,775298612.0,5529000.0,Stub
Matti Louekoski,Finland,775302882.0,5529000.0,Stub
Kaarlo Castrén,Finland,775541374.0,5529000.0,Stub
Rainer Lemström,Finland,775596273.0,5529000.0,Stub
Jari Koskinen,Finland,776191313.0,5529000.0,Stub
Jenny af Forselles,Finland,776479497.0,5529000.0,Stub
Erik Berg,Finland,776529444.0,5529000.0,Stub
Kelpo Gröndahl,Finland,776842587.0,5529000.0,Start
Veronica Rehn-Kivi,Finland,777118226.0,5529000.0,Stub
Eva Biaudet,Finland,777545067.0,5529000.0,Start
Juha Mieto,Finland,777747816.0,5529000.0,Start
Jussi Vatanen (politician),Finland,777862711.0,5529000.0,Stub
Päiviö Hetemäki,Finland,778252120.0,5529000.0,Stub
Kauko Tuupainen,Finland,778470230.0,5529000.0,Stub
Keijo Liinamaa,Finland,778538947.0,5529000.0,Start
Markku Markkula,Finland,778832511.0,5529000.0,Start
Väinö Tanner,Finland,778970143.0,5529000.0,Start
Kuuno Honkonen,Finland,779475887.0,5529000.0,Stub
Toimi Kankaanniemi,Finland,779560565.0,5529000.0,Start
Jukka Mäkelä,Finland,779896992.0,5529000.0,Stub
Kimmo Tiilikainen,Finland,780009082.0,5529000.0,Start
Toivo Antikainen,Finland,780345945.0,5529000.0,C
Ida Aalle-Teljo,Finland,780544240.0,5529000.0,Stub
Umayya Abu-Hanna,Finland,780544504.0,5529000.0,Start
Raila Aho,Finland,780544563.0,5529000.0,Stub
Eveliina Ala-Kulju,Finland,780544626.0,5529000.0,Stub
Ulla Anttila,Finland,780544847.0,5529000.0,Stub
Outi Ojala,Finland,781122944.0,5529000.0,Stub
Marja Lahti,Finland,781407338.0,5529000.0,Stub
Aarne Saarinen,Finland,781983879.0,5529000.0,Start
Oswald Kairamo,Finland,782130988.0,5529000.0,Stub
List of Presidents of the Sami Parliament of Finland,Finland,782288216.0,5529000.0,Stub
Adolf Ivar Arwidsson,Finland,782521575.0,5529000.0,Start
Veikko Vennamo,Finland,782596685.0,5529000.0,Start
Kari Rajamäki,Finland,782823952.0,5529000.0,Stub
List of Chairpersons of the Sami Parliament of Sweden,Finland,783500239.0,5529000.0,Stub
Fennoman movement,Finland,784555022.0,5529000.0,Start
Raimo Vistbacka,Finland,784864073.0,5529000.0,Stub
Simon Elo,Finland,785459779.0,5529000.0,Stub
Jari Lindström,Finland,785460311.0,5529000.0,Start
Raino Westerholm,Finland,785816435.0,5529000.0,Stub
Pekka Heikkinen,Finland,785883496.0,5529000.0,Stub
Maj-Len Grönholm,Finland,786038861.0,5529000.0,Stub
Jan-Erik Enestam,Finland,786109698.0,5529000.0,Start
Max Jakobson,Finland,786148781.0,5529000.0,Start
Sebastian Tynkkynen,Finland,786441974.0,5529000.0,Start
Maarit Feldt-Ranta,Finland,787088271.0,5529000.0,Stub
Lauri Ingman,Finland,787193188.0,5529000.0,Stub
Aapo Harjula,Finland,787319302.0,5529000.0,Stub
Aaro Salo,Finland,787325450.0,5529000.0,Stub
Aatu Halme,Finland,787349903.0,5529000.0,Stub
Abdirahim Hussein Mohamed,Finland,787391128.0,5529000.0,Stub
Osmo Soininvaara,Finland,787453633.0,5529000.0,Start
Ilmo Paananen,Finland,787660421.0,5529000.0,Stub
Hilja Riipinen,Finland,787777821.0,5529000.0,C
Heikki Ritavuori,Finland,787786371.0,5529000.0,B
Martin Saarikangas,Finland,787906253.0,5529000.0,Stub
Aino Malkamäki,Finland,787952515.0,5529000.0,Stub
Aino Malmberg,Finland,787952520.0,5529000.0,Stub
Kerstin Alm,Finland,787990467.0,5529000.0,Stub
Camilla Gunell,Finland,787990835.0,5529000.0,Stub
Britt Lundberg,Finland,787990888.0,5529000.0,Stub
Harriet Lindeman,Finland,787990950.0,5529000.0,Stub
Gun-Mari Lindholm,Finland,787991020.0,5529000.0,Stub
Fanny Sundström,Finland,787991181.0,5529000.0,Stub
Kirsti Lintonen,Finland,788008609.0,5529000.0,Stub
Ritva Sarin-Grufberg,Finland,788130582.0,5529000.0,Stub
Aarre Simonen,Finland,788421714.0,5529000.0,Start
Carl Haglund,Finland,788792215.0,5529000.0,Stub
Eva-Riitta Siitonen,Finland,788792229.0,5529000.0,Start
Henrik Lax,Finland,788792254.0,5529000.0,Start
Lasse Lehtinen,Finland,788792302.0,5529000.0,Start
Lauri Heikkilä,Finland,788792307.0,5529000.0,Stub
Liisa Jaakonsaari,Finland,788792316.0,5529000.0,Stub
Merja Kuusisto,Finland,788792331.0,5529000.0,Stub
Mika Niikko,Finland,788792346.0,5529000.0,Stub
Peter Östman,Finland,788792390.0,5529000.0,Stub
Pietari Jääskeläinen,Finland,788792394.0,5529000.0,Stub
Pirkko Ruohonen-Lerner,Finland,788792408.0,5529000.0,Stub
Reijo Tossavainen,Finland,788792416.0,5529000.0,Start
Satu Hassi,Finland,788792456.0,5529000.0,Start
Tarja Cronberg,Finland,788792466.0,5529000.0,Start
Ville Itälä,Finland,788792495.0,5529000.0,Stub
Esko Seppänen,Finland,788792638.0,5529000.0,Start
Ilkka Suominen,Finland,788792641.0,5529000.0,Stub
Marjo Matikainen-Kallström,Finland,788792649.0,5529000.0,Start
Matti Wuori,Finland,788792659.0,5529000.0,Stub
Ulpu Iivari,Finland,788792689.0,5529000.0,Stub
Uma Aaltonen,Finland,788792692.0,5529000.0,Stub
Matti Torvinen,Finland,788848033.0,5529000.0,Stub
Pentti Väänänen,Finland,788877749.0,5529000.0,Stub
Konni Zilliacus (senior),Finland,789006953.0,5529000.0,Start
Anne Huotari,Finland,789318196.0,5529000.0,Stub
Anne Kalmari,Finland,789318677.0,5529000.0,Stub
Anne Louhelainen,Finland,789320178.0,5529000.0,Stub
Anni Flinck,Finland,789339395.0,5529000.0,Stub
Anni Savolainen-Tapaninen,Finland,789339474.0,5529000.0,Stub
Antero Väyrynen,Finland,789390390.0,5529000.0,Stub
Antti Kaarne,Finland,789493217.0,5529000.0,Stub
Antti Linna,Finland,789493361.0,5529000.0,Stub
Antti Tossavainen,Finland,789493672.0,5529000.0,Stub
Antti Tulenheimo,Finland,789493689.0,5529000.0,Stub
Armas Härkönen,Finland,789734135.0,5529000.0,Stub
Arto Lahti,Finland,789853607.0,5529000.0,Stub
Arthur af Forselles,Finland,789885427.0,5529000.0,Stub
Astrid Thors,Finland,790016512.0,5529000.0,Start
August Hyöki,Finland,790132557.0,5529000.0,Stub
August Nybergh,Finland,790133764.0,5529000.0,Stub
Katri Kulmuni,Finland,790296723.0,5529000.0,Stub
Riitta Uosukainen,Finland,790303713.0,5529000.0,Start
Kaisa Raatikainen,Finland,790422107.0,5529000.0,Stub
Tiina Wilén-Jäppinen,Finland,790691744.0,5529000.0,Stub
Eljas Erkko,Finland,790861042.0,5529000.0,Start
Woldemar von Daehn,Finland,790987038.0,5529000.0,Stub
Juha Rehula,Finland,791107435.0,5529000.0,Stub
Sari Essayah,Finland,791294341.0,5529000.0,Start
Jaakko Laakso,Finland,791905434.0,5529000.0,Stub
Anna Kontula,Finland,792015541.0,5529000.0,Start
Mikhail Borovitinov,Finland,792296715.0,5529000.0,Start
Piia-Noora Kauppi,Finland,792668464.0,5529000.0,Start
Pekka Paavola,Finland,792750561.0,5529000.0,Start
Frans Oskar Lilius,Finland,792750814.0,5529000.0,Stub
Keijo Korhonen,Finland,793087836.0,5529000.0,Start
Ari Vatanen,Finland,793295238.0,5529000.0,C
Lasse Virén,Finland,793445713.0,5529000.0,C
Eero Akaan-Penttilä,Finland,794087568.0,5529000.0,Stub
Pirkko Aro,Finland,794485722.0,5529000.0,Stub
Claes Andersson,Finland,794530657.0,5529000.0,Stub
Carl Björkman (politician),Finland,795197229.0,5529000.0,Stub
Niilo Wälläri,Finland,795477188.0,5529000.0,Start
Tiina Sanila,Finland,795532643.0,5529000.0,Start
Susanna Huovinen,Finland,795748100.0,5529000.0,Stub
Artturi Niemelä,Finland,795831600.0,5529000.0,Stub
Kyösti Järvinen,Finland,795967838.0,5529000.0,Stub
Kirsi Ojansuu,Finland,796118996.0,5529000.0,Stub
Aleksi Randell,Finland,796494690.0,5529000.0,Stub
Paavo Arhinmäki,Finland,796707550.0,5529000.0,Start
Martti Korhonen,Finland,796707653.0,5529000.0,Stub
Seppo Kääriäinen,Finland,796824340.0,5529000.0,Stub
Artur Wuorimaa,Finland,796889970.0,5529000.0,Stub
Annikki Paasikivi,Finland,796986515.0,5529000.0,Stub
Antti Kuosmanen,Finland,796993998.0,5529000.0,Stub
Antti Hackzell,Finland,796994056.0,5529000.0,Start
Aarno Yrjö-Koskinen,Finland,797064591.0,5529000.0,Start
Hjalmar J. Procopé,Finland,797065587.0,5529000.0,Start
Onni Talas,Finland,797067445.0,5529000.0,Stub
Heli Paasio,Finland,797103401.0,5529000.0,Stub
Torsten Aminoff,Finland,797613770.0,5529000.0,Stub
Maria Guzenina,Finland,797683867.0,5529000.0,C
Matti Kekkonen,Finland,797800927.0,5529000.0,Stub
Esko Vaartela,Finland,797974813.0,5529000.0,Stub
Mikko Pesälä,Finland,798436915.0,5529000.0,Stub
Hilda Käkikoski,Finland,798492698.0,5529000.0,Start
Ozan Yanar,Finland,798508834.0,5529000.0,Stub
Ossian Aschan,Finland,798564951.0,5529000.0,Stub
Rolf Witting,Finland,798567091.0,5529000.0,Start
Antti Lassila,Finland,798569014.0,5529000.0,Stub
Gustaf Idman,Finland,798665482.0,5529000.0,Start
Alexandra Gripenberg,Finland,798744148.0,5529000.0,Start
Risto Hyvärinen,Finland,798844160.0,5529000.0,Stub
Viveka Eriksson,Finland,798970887.0,5529000.0,Start
Georg Magnus Sprengtporten,Finland,799002916.0,5529000.0,Start
Hanna Mäntylä,Finland,799092606.0,5529000.0,Start
Ville Niinistö,Finland,799216360.0,5529000.0,Start
Jorma Inki,Finland,799216559.0,5529000.0,Stub
Wäinö Wuolijoki,Finland,799248383.0,5529000.0,Start
Osmo Väinölä,Finland,799377091.0,5529000.0,Stub
Arvo Rytkönen,Finland,799391921.0,5529000.0,Stub
Arto Tanner,Finland,799392240.0,5529000.0,Stub
Ville Niskanen,Finland,799398464.0,5529000.0,Stub
Anni Sinnemäki,Finland,799400351.0,5529000.0,Start
Ensio Helaniemi,Finland,799401189.0,5529000.0,Stub
Heikki Kalha,Finland,799403977.0,5529000.0,Stub
Alexander Stubb,Finland,799702743.0,5529000.0,C
Pia Kauma,Finland,799746777.0,5529000.0,Stub
Jaakko Laajava,Finland,799873817.0,5529000.0,Start
Rafael Erich,Finland,799874209.0,5529000.0,Stub
Paavo Rantanen,Finland,799874502.0,5529000.0,Stub
Eva-Christina Mäkeläinen,Finland,799875155.0,5529000.0,Stub
Björn-Olof Alholm,Finland,799876121.0,5529000.0,Stub
Åke Gartz,Finland,799882369.0,5529000.0,Start
Anders Chydenius,Finland,799897686.0,5529000.0,C
Helvi Sipilä,Finland,799902553.0,5529000.0,Start
Allan Serlachius,Finland,799933660.0,5529000.0,Start
Rudolf Holsti,Finland,800000208.0,5529000.0,Start
Veera Ruoho,Finland,800559439.0,5529000.0,Stub
Tarja Filatov,Finland,800572772.0,5529000.0,Stub
Veijo Puhjo,Finland,800687614.0,5529000.0,Stub
Paavo Hynninen,Finland,800881120.0,5529000.0,Start
Otso Wartiovaara,Finland,800881303.0,5529000.0,Stub
Hella Wuolijoki,Finland,800962635.0,5529000.0,Start
Liisa Hyssälä,Finland,801049814.0,5529000.0,Stub
Sakari Tuomioja,Finland,801092480.0,5529000.0,C
Jani Toivola,Finland,801118074.0,5529000.0,Start
Oras Tynkkynen,Finland,801118275.0,5529000.0,Start
Pekka Haavisto,Finland,801118288.0,5529000.0,C
Eeles Landström,Finland,801187106.0,5529000.0,C
Eero Heinäluoma,Finland,801187759.0,5529000.0,Start
Eino Uusitalo,Finland,801225122.0,5529000.0,Stub
Eero Yrjölä,Finland,801368431.0,5529000.0,Stub
Ann-Marie Nyroos,Finland,801390614.0,5529000.0,Stub
Elisabeth Nauclér,Finland,801393566.0,5529000.0,Stub
Arvid Genetz,Finland,801563460.0,5529000.0,Start
Reino Ragnar Lehto,Finland,801691882.0,5529000.0,Stub
Erkki Pystynen,Finland,801945366.0,5529000.0,Stub
Ernst Nevanlinna,Finland,801980795.0,5529000.0,Stub
Antti Isotalo (Jäger),Finland,802310899.0,5529000.0,Stub
Carl Axel Gottlund,Finland,802319584.0,5529000.0,B
Ben Zyskowicz,Finland,802477945.0,5529000.0,Start
Anna-Maja Henriksson,Finland,802653992.0,5529000.0,Stub
Tuija Brax,Finland,802654097.0,5529000.0,Stub
Leena Luhtanen,Finland,802654175.0,5529000.0,Stub
Karl Wiik,Finland,802710795.0,5529000.0,C
Pentti Tiusanen,Finland,802850619.0,5529000.0,Stub
Tony Halme,Finland,802919420.0,5529000.0,C
Jan Vapaavuori,Finland,803033283.0,5529000.0,Start
Elisabeth Rehn,Finland,803177052.0,5529000.0,Start
Erkki Tuomioja,Finland,803234173.0,5529000.0,Start
Hedvig Gebhard,Finland,803248122.0,5529000.0,Stub
Christina Gestrin,Finland,803493681.0,5529000.0,Stub
Katrin Sjögren,Finland,803723623.0,5529000.0,Stub
Frederick Heiden,Finland,804180528.0,5529000.0,Start
Yrjö Leino,Finland,804299960.0,5529000.0,C
Sigurd Wettenhovi-Aspa,Finland,804564439.0,5529000.0,Stub
President of Finland,Finland,804834818.0,5529000.0,C
Maria Lohela,Finland,805022661.0,5529000.0,Start
Pentti Arajärvi,Finland,805138682.0,5529000.0,Start
Kalle Könkkölä,Finland,805217392.0,5529000.0,Stub
Nasima Razmyar,Finland,805330123.0,5529000.0,Stub
Zahra Abdulla,Finland,805330274.0,5529000.0,Start
Tuula Haatainen,Finland,805506395.0,5529000.0,Stub
Martti Salomies,Finland,805746455.0,5529000.0,Stub
Jussi Niinistö,Finland,805908908.0,5529000.0,C
Antti Kalliomäki,Finland,805921778.0,5529000.0,Start
Reijo Hongisto,Finland,806199384.0,5529000.0,Stub
Pauli Kiuru,Finland,806202702.0,5529000.0,Stub
Sanna Marin,Finland,806357260.0,5529000.0,Start
Pentti Oinonen,Finland,806385993.0,5529000.0,Stub
Harry Harkimo,Finland,806497393.0,5529000.0,Stub
Arto Bryggare,Finland,806524384.0,5529000.0,C
Tarja Halonen,Finland,806539178.0,5529000.0,C
Olavi J. Mattila,Finland,806697442.0,5529000.0,Start
Mandi Hannula,Finland,806725259.0,5529000.0,Stub
Silvia Modig,Finland,806750904.0,5529000.0,Stub
Matti Semi,Finland,806751020.0,5529000.0,Stub
Kari Uotila,Finland,806751062.0,5529000.0,Stub
Pekka Sauri,Finland,806752008.0,5529000.0,Start
Antero Vartia,Finland,806752191.0,5529000.0,Stub
Emma Kari,Finland,806752257.0,5529000.0,Stub
Johanna Karimäki,Finland,806752337.0,5529000.0,Stub
Heli Järvinen,Finland,806752441.0,5529000.0,Stub
Julius Krohn,Finland,806809857.0,5529000.0,Start
Väinö Voionmaa,Finland,806838566.0,5529000.0,Start
Aleksis Kivi,Finland,806856845.0,5529000.0,C
Antti Rinne,Finland,807155206.0,5529000.0,Stub
Mikael Jungner,Finland,807249736.0,5529000.0,Start
Merja Kyllönen,Finland,807407055.0,5529000.0,Stub
Ulf Sundqvist,Finland,807442052.0,5529000.0,Start
Arja Alho,Finland,807442122.0,5529000.0,Stub
Pertti Paasio,Finland,807442162.0,5529000.0,Stub
Esko Kiviranta,Finland,807443136.0,5529000.0,Stub
Mikko Alatalo,Finland,807443183.0,5529000.0,Stub
Lasse Hautala,Finland,807443230.0,5529000.0,Stub
Antti Kaikkonen,Finland,807443274.0,5529000.0,Stub
Mauri Pekkarinen,Finland,807443372.0,5529000.0,Start
Anu Vehviläinen,Finland,807443567.0,5529000.0,Stub
Annika Saarikko,Finland,807443629.0,5529000.0,Stub
Simo Rundgren,Finland,807444712.0,5529000.0,Stub
Janne Seurujärvi,Finland,807444756.0,5529000.0,Stub
Laura Kolbe,Finland,807445218.0,5529000.0,Start
Timo Kalli,Finland,807445285.0,5529000.0,Stub
Sirkka-Liisa Anttila,Finland,807445322.0,5529000.0,Start
Murad Quenili,Afghanistan,670462475.0,38928000.0,Stub
Badar,Afghanistan,671455150.0,38928000.0,Stub
Mohammed Qalamuddin,Afghanistan,671473289.0,38928000.0,Stub
Faizanullah Faizan,Afghanistan,703507854.0,38928000.0,Stub
Mohammad Fahim Dashty,Afghanistan,706112927.0,38928000.0,Stub
Aamir Latif,Afghanistan,708476182.0,38928000.0,Stub
Mohammed Islam Mohammadi,Afghanistan,709439380.0,38928000.0,Stub
Musa Hotak,Afghanistan,710004254.0,38928000.0,Stub
Naqibullah Orya Khail,Afghanistan,710066519.0,38928000.0,Start
Qari Ziauddin,Afghanistan,712832121.0,38928000.0,Start
Mohammad Siddiq Chakari,Afghanistan,713113246.0,38928000.0,Stub
Sayed Abdul Karim Hashimi,Afghanistan,715179680.0,38928000.0,Stub
Mohammad Nabi Safi,Afghanistan,715926834.0,38928000.0,Stub
Shah Mahmood Safi,Afghanistan,715926905.0,38928000.0,Stub
Zefnoon Safai,Afghanistan,716814855.0,38928000.0,Stub
Abdul Zahir (Konar Education Minister),Afghanistan,717252806.0,38928000.0,Stub
Mohammad Daud Miraki,Afghanistan,717365624.0,38928000.0,Start
Osman Osmani,Afghanistan,717366122.0,38928000.0,Stub
Shahnaz Himmeti,Afghanistan,717624594.0,38928000.0,Stub
Zahera Ahmadyar Mawlayee,Afghanistan,717733887.0,38928000.0,Stub
Malali Ishaqzai,Afghanistan,717743144.0,38928000.0,Stub
Mohammad Hashem Taufiqui,Afghanistan,717921766.0,38928000.0,Start
Khalid Farooqi,Afghanistan,718002836.0,38928000.0,Stub
Muhammad Hashim Esmatullahi,Afghanistan,718019701.0,38928000.0,Stub
Khairullah Anosh,Afghanistan,718052714.0,38928000.0,Stub
Abdul Baqi Turkistani,Afghanistan,718250607.0,38928000.0,Stub
Zabih-U-llah Ghazi Noristani,Afghanistan,718362010.0,38928000.0,Start
Hasan Ali Sultani,Afghanistan,718362588.0,38928000.0,Stub
Ghulam Faroq Nijrabi,Afghanistan,718364221.0,38928000.0,Stub
Sahib Rahman,Afghanistan,718382045.0,38928000.0,Stub
Gul Haar Jalal,Afghanistan,718383950.0,38928000.0,Stub
Sahira Sharif,Afghanistan,718384584.0,38928000.0,Start
Toorpekai,Afghanistan,718384771.0,38928000.0,Stub
Baktash Siawash,Afghanistan,718882885.0,38928000.0,Stub
Mohammed Tahir Omar,Afghanistan,718933282.0,38928000.0,Stub
Abdul Malik Hamwar,Afghanistan,720125764.0,38928000.0,Stub
Syed Gulam Farooq Mirranay,Afghanistan,720408323.0,38928000.0,C
Abdul Bagi Baryal,Afghanistan,720586068.0,38928000.0,Stub
Nasruddin Mohseni,Afghanistan,721524808.0,38928000.0,Start
Ahmad Khan Samangani,Afghanistan,721999414.0,38928000.0,Start
Awtar Singh,Afghanistan,722198152.0,38928000.0,Stub
Alhaj Mutalib Baig,Afghanistan,722893996.0,38928000.0,Start
Al-Haj Suliman Yari,Afghanistan,723481980.0,38928000.0,Stub
Mohammad Ghous Bashiri,Afghanistan,723709911.0,38928000.0,Stub
Zalmai Mojadidi,Afghanistan,724355183.0,38928000.0,Start
Sayed Jalal,Afghanistan,726625715.0,38928000.0,Start
List of rulers of Afghanistan,Afghanistan,727899635.0,38928000.0,Stub
Fariba Ahmadi Kakar,Afghanistan,728644481.0,38928000.0,Stub
Sultan Jan,Afghanistan,729099380.0,38928000.0,Stub
Majah Ha Adrif,Afghanistan,729386082.0,38928000.0,Start
Mohammad Gul (Helmand Council),Afghanistan,730949872.0,38928000.0,Stub
Ahmad Shah Khan Asakzai,Afghanistan,731353196.0,38928000.0,Stub
Kashmir Khan,Afghanistan,731397902.0,38928000.0,Start
Haroon al-Afghani,Afghanistan,731512019.0,38928000.0,C
Nematullah Shahrani,Afghanistan,737761144.0,38928000.0,Stub
Abdul Hadi Arghandiwal,Afghanistan,739136660.0,38928000.0,Stub
Abdul Hafiz Mansoor,Afghanistan,739695950.0,38928000.0,Stub
Mohammad Daud Sultanzoy,Afghanistan,741518574.0,38928000.0,Start
Abdul Qayum Wardak,Afghanistan,742229423.0,38928000.0,Stub
Abdullah Khan Tarzi,Afghanistan,742237237.0,38928000.0,Start
Mohammad Aman,Afghanistan,745190115.0,38928000.0,Stub
Qutbuddin Hilal,Afghanistan,746242701.0,38928000.0,Start
Zabihullah (Balkh),Afghanistan,747783201.0,38928000.0,Stub
Razaq Mamoon,Afghanistan,748084336.0,38928000.0,Start
Sayed Nasim Mihanparast,Afghanistan,748224926.0,38928000.0,Stub
Said Mohammad Ali Jawid,Afghanistan,748594441.0,38928000.0,Stub
Azizullah Lodin,Afghanistan,748841875.0,38928000.0,Start
Mirwais Sadiq,Afghanistan,749355761.0,38928000.0,Stub
List of governors of Jowzjan,Afghanistan,749593657.0,38928000.0,Stub
Ghulam Dastagir Azad,Afghanistan,749952986.0,38928000.0,Stub
Mohammad Omar (Afghan governor),Afghanistan,750347412.0,38928000.0,Start
Atiqullah Ludin,Afghanistan,750535372.0,38928000.0,Stub
Hamidullah Qalandarzai,Afghanistan,750544170.0,38928000.0,Stub
Mohammad Iqbal Azizi,Afghanistan,750549549.0,38928000.0,Stub
Hakim Taniwal,Afghanistan,750561890.0,38928000.0,Start
Abdul Ghani Ghani,Afghanistan,751150581.0,38928000.0,Stub
Amin Karim,Afghanistan,751299201.0,38928000.0,Start
Pacha Gul Wafadar,Afghanistan,751959879.0,38928000.0,Stub
Ghulam Qawis Abubaker,Afghanistan,752026068.0,38928000.0,Stub
Sayed Ahmad Haqbeen,Afghanistan,752332885.0,38928000.0,Stub
Abdul Sattar Murad,Afghanistan,753124044.0,38928000.0,Stub
Hanifa Safi,Afghanistan,754262111.0,38928000.0,Stub
Sardar Mohammad Nadir Naeem,Afghanistan,755110536.0,38928000.0,Stub
