page,country,rev_id,Population,prediction
Stella Ndabeni-Abrahams,South Africa,787351531.0,59628000.0,Stub
Dumisani Kumalo,South Africa,787985419.0,59628000.0,Start
Vice State President of the South African Republic,South Africa,788521857.0,59628000.0,Start
Hudson William Edison Ntsanwisi,South Africa,788646786.0,59628000.0,Stub
Johannes Van Rensburg,South Africa,788883588.0,59628000.0,Start
Anchen Dreyer,South Africa,789002930.0,59628000.0,Start
Dawid Kruiper,South Africa,789036947.0,59628000.0,Start
Bathabile Dlamini,South Africa,789318246.0,59628000.0,C
Nozizwe Madlala-Routledge,South Africa,789318287.0,59628000.0,B
Lindiwe Mazibuko,South Africa,789318304.0,59628000.0,GA
Nomaindia Mfeketo,South Africa,789318307.0,59628000.0,Start
Gerald Morkel,South Africa,789318318.0,59628000.0,Start
Annette Lovemore,South Africa,789336816.0,59628000.0,Start
Louis Weichardt,South Africa,789345491.0,59628000.0,Stub
Bongani Msomi,South Africa,789500704.0,59628000.0,Stub
Molefi Sefularo,South Africa,789767595.0,59628000.0,Stub
Solly Afrika Mapaila,South Africa,789775561.0,59628000.0,Start
Donald Barkly Molteno,South Africa,789911297.0,59628000.0,Start
Edward Philip Solomon,South Africa,790091730.0,59628000.0,Start
Lucas Cornelius Steyn,South Africa,790203622.0,59628000.0,Start
Herbert Stanley,South Africa,790457325.0,59628000.0,C
Danny Jordaan,South Africa,790462718.0,59628000.0,C
Anton Alberts (politician),South Africa,790811963.0,59628000.0,Start
Kate O'Regan,South Africa,790928451.0,59628000.0,GA
Cornelius Petrus Mulder,South Africa,790962971.0,59628000.0,Stub
Mohammed Valli Moosa,South Africa,791365360.0,59628000.0,Stub
Clarence Makwetu,South Africa,791380466.0,59628000.0,C
Eschel Rhoodie,South Africa,791383816.0,59628000.0,Start
Stanley Ntapane,South Africa,792139328.0,59628000.0,Stub
Khume Ramulifho,South Africa,792215828.0,59628000.0,Stub
Khanyisile Litchfield-Tshabalala,South Africa,792904848.0,59628000.0,Start
Eben Dönges,South Africa,793010736.0,59628000.0,C
Tokozile Xasa,South Africa,793188742.0,59628000.0,Stub
Derek Hanekom,South Africa,793400966.0,59628000.0,C
Solly Msimanga,South Africa,793585288.0,59628000.0,Start
Dean Macpherson,South Africa,793837573.0,59628000.0,Stub
Zanele kaMagwaza-Msibi,South Africa,794506327.0,59628000.0,C
Fish Mahlalela,South Africa,794847604.0,59628000.0,Start
Rocky Malebane-Metsing,South Africa,794851494.0,59628000.0,Start
Geraldine Fraser-Moleketi,South Africa,794866857.0,59628000.0,Start
Collins Chabane,South Africa,794901479.0,59628000.0,Start
Makhenkesi Stofile,South Africa,794927391.0,59628000.0,Start
Nosimo Balindlela,South Africa,794927656.0,59628000.0,Start
Mbulelo Sogoni,South Africa,794927718.0,59628000.0,Stub
Noxolo Kiviet,South Africa,794927765.0,59628000.0,Start
Phumulo Masualle,South Africa,794927886.0,59628000.0,Stub
Beatrice Marshoff,South Africa,794928048.0,59628000.0,Stub
Paul Mashatile,South Africa,794928230.0,59628000.0,Start
Sello Moloto,South Africa,794928630.0,59628000.0,Stub
Cassel Mathale,South Africa,794928665.0,59628000.0,Stub
Mathews Phosa,South Africa,794928795.0,59628000.0,Start
Thabang Makwetla,South Africa,794928856.0,59628000.0,Start
Supra Mahumapelo,South Africa,794929091.0,59628000.0,Stub
Hazel Jenkins,South Africa,794929236.0,59628000.0,C
Sylvia Lucas,South Africa,794929267.0,59628000.0,C
Cornelis Jacobus Langenhoven,South Africa,795280745.0,59628000.0,C
Lynne Brown,South Africa,795463324.0,59628000.0,Start
Nicolaas Smit,South Africa,795837239.0,59628000.0,Start
Frans Erasmus,South Africa,795879642.0,59628000.0,Start
Sherry Chen (politician),South Africa,795919455.0,59628000.0,Start
Lindiwe Mabuza,South Africa,796263175.0,59628000.0,GA
Rob Davies (politician),South Africa,796518550.0,59628000.0,Start
Wilma Newhoudt-Druchen,South Africa,796594073.0,59628000.0,Stub
Archie Gumede,South Africa,796600183.0,59628000.0,Stub
Abba Eban,South Africa,797225018.0,59628000.0,C
Hendrik Mentz,South Africa,797291164.0,59628000.0,Stub
Ngoako Ramatlhodi,South Africa,797371789.0,59628000.0,Stub
Angie Motshekga,South Africa,797518966.0,59628000.0,Stub
Norman Mashabane,South Africa,797545655.0,59628000.0,Stub
Mbali Ntuli,South Africa,797702715.0,59628000.0,C
Fox Odendaal,South Africa,797713862.0,59628000.0,Start
Mathole Motshekga,South Africa,797804921.0,59628000.0,Stub
Sandra Botha,South Africa,797813930.0,59628000.0,Start
Aaron Motsoaledi,South Africa,797821104.0,59628000.0,Start
Walter Stanford,South Africa,797843905.0,59628000.0,C
Alec Erwin,South Africa,798020004.0,59628000.0,Start
Ellen Kuzwayo,South Africa,798494746.0,59628000.0,Start
Pholisa Makeleni,South Africa,798520001.0,59628000.0,Stub
Nico Diederichs,South Africa,798644017.0,59628000.0,Start
Jim Murphy,South Africa,798734942.0,59628000.0,B
Adelaide Tambo,South Africa,798741051.0,59628000.0,Start
Dan Plato,South Africa,798793953.0,59628000.0,Start
Daniel Jacobus Erasmus,South Africa,798855206.0,59628000.0,Stub
Margaret Ballinger,South Africa,798888849.0,59628000.0,C
Winnie Kgware,South Africa,798915331.0,59628000.0,Start
Archibald 'Archie' Mncedisi Sibeko,South Africa,798967287.0,59628000.0,Start
Dianne Kohler Barnard,South Africa,799041713.0,59628000.0,C
Marta Wenger,South Africa,799041757.0,59628000.0,Stub
David Mabuza,South Africa,799192680.0,59628000.0,Start
Colin Eglin,South Africa,799199210.0,59628000.0,C
Nosiviwe Mapisa-Nqakula,South Africa,799199520.0,59628000.0,Stub
David Sibeko,South Africa,799228637.0,59628000.0,Start
Barbara Masekela,South Africa,799239420.0,59628000.0,C
Mcebisi Jonas,South Africa,799301508.0,59628000.0,Stub
Stone Sizani,South Africa,799346005.0,59628000.0,Stub
Thoko Didiza,South Africa,799424755.0,59628000.0,Stub
Christian Frederick Beyers,South Africa,799424895.0,59628000.0,Start
Enos John Mabuza,South Africa,799425827.0,59628000.0,Start
Peter Marais,South Africa,799510524.0,59628000.0,Start
Petr Aven,South Africa,799514789.0,59628000.0,C
Joe Slovo,South Africa,799536971.0,59628000.0,C
Denis Goldberg,South Africa,799601128.0,59628000.0,C
Leila Reitz,South Africa,799703914.0,59628000.0,Stub
Ossie Newton-Thompson,South Africa,799837073.0,59628000.0,C
Rina Venter,South Africa,799955135.0,59628000.0,Start
Dion George,South Africa,799993763.0,59628000.0,Start
Ronnie Kasrils,South Africa,800001228.0,59628000.0,C
Andries Pretorius,South Africa,800220085.0,59628000.0,C
Christina Jasson,South Africa,800257339.0,59628000.0,Start
Mosebenzi Zwane,South Africa,800647640.0,59628000.0,Start
Henry Binns,South Africa,800718243.0,59628000.0,C
Phumzile van Damme,South Africa,800761937.0,59628000.0,Stub
Monty Naicker,South Africa,800852679.0,59628000.0,Start
Ebrahim Rasool,South Africa,800919084.0,59628000.0,Start
Tony Leon,South Africa,801003579.0,59628000.0,C
Maite Nkoana-Mashabane,South Africa,801082441.0,59628000.0,Start
Willem Eduard Bok,South Africa,801243297.0,59628000.0,Start
Zach de Beer,South Africa,801328695.0,59628000.0,Start
Gill Marcus,South Africa,801360635.0,59628000.0,Start
Official Opposition Shadow Cabinet (South Africa),South Africa,801425104.0,59628000.0,Start
Jackie Selebi,South Africa,801560223.0,59628000.0,C
Tony Yengeni,South Africa,801723780.0,59628000.0,C
Harry Schwarz,South Africa,801801304.0,59628000.0,GA
George Morris Sutton,South Africa,801857124.0,59628000.0,Start
Willem Doman,South Africa,801935033.0,59628000.0,Start
Eugenia Shi-Chia Chang,South Africa,802176276.0,59628000.0,Start
Baleka Mbete,South Africa,802186731.0,59628000.0,C
Chris Hani,South Africa,802400609.0,59628000.0,C
Allan Boesak,South Africa,802466660.0,59628000.0,C
Brigitte Mabandla,South Africa,802654194.0,59628000.0,Stub
Andrew Mlangeni,South Africa,802660642.0,59628000.0,Stub
Pieter Groenewald,South Africa,802672209.0,59628000.0,Start
Fatima Hajaig,South Africa,802835899.0,59628000.0,Start
Kenny Kunene,South Africa,803459992.0,59628000.0,Start
Letitia Sibeko,South Africa,803548292.0,59628000.0,Start
Hendrik Verwoerd,South Africa,803583209.0,59628000.0,C
John William Ackerman,South Africa,803587144.0,59628000.0,Stub
Elizabeth Maria Molteno,South Africa,803646352.0,59628000.0,C
Phumzile Mlambo-Ngcuka,South Africa,803678388.0,59628000.0,C
Dorothy Nyembe,South Africa,803796234.0,59628000.0,Stub
Lawrence Mushwana,South Africa,803883249.0,59628000.0,Stub
Badih Chaaban,South Africa,803904768.0,59628000.0,Stub
Steve Biko,South Africa,804014798.0,59628000.0,FA
Wilton Mkwayi,South Africa,804032165.0,59628000.0,B
Natasha Mazzone,South Africa,804090293.0,59628000.0,Start
Bonginkosi Madikizela,South Africa,804228654.0,59628000.0,Start
De Villiers Graaff,South Africa,804337418.0,59628000.0,Start
Harry Lawrence,South Africa,804345422.0,59628000.0,Start
Tarnia Baker,South Africa,804494973.0,59628000.0,Stub
Sophia Williams-De Bruyn,South Africa,804526564.0,59628000.0,C
Schalk Willem Burger,South Africa,804683793.0,59628000.0,Start
Sipho Philip Mutsi,South Africa,804792396.0,59628000.0,C
Jacobus Gideon Nel Strauss,South Africa,804794064.0,59628000.0,Start
Gavin Woods (politician),South Africa,804923727.0,59628000.0,Stub
Jacobus Johannes Venter,South Africa,804953442.0,59628000.0,Stub
Cornelius Hermanus Wessels,South Africa,804954918.0,59628000.0,C
Patricia de Lille,South Africa,805112320.0,59628000.0,C
Makhosi Khoza,South Africa,805164727.0,59628000.0,Stub
Zandile Gumede,South Africa,805165812.0,59628000.0,Start
Ela Gandhi,South Africa,805198728.0,59628000.0,Start
William H. Andrews (unionist),South Africa,805241904.0,59628000.0,Start
Frene Ginwala,South Africa,805306036.0,59628000.0,Start
Gerrit Viljoen,South Africa,805404409.0,59628000.0,Start
Hendrik Potgieter,South Africa,805427863.0,59628000.0,C
Catherine Taylor (South African politician),South Africa,805498802.0,59628000.0,Stub
Julius Malema,South Africa,805550262.0,59628000.0,B
Clive Derby-Lewis,South Africa,805702213.0,59628000.0,C
Philip Kgosana,South Africa,805728913.0,59628000.0,Stub
Mduduzi Manana,South Africa,805901279.0,59628000.0,Start
Hlengiwe Mkhize,South Africa,805901648.0,59628000.0,Start
Ayanda Dlodlo,South Africa,805967718.0,59628000.0,Stub
Esther Barsel,South Africa,806015541.0,59628000.0,Start
Helen Suzman,South Africa,806015842.0,59628000.0,C
Rachel Simons,South Africa,806017114.0,59628000.0,Start
List of South African politicians,South Africa,806035828.0,59628000.0,Start
Glynnis Breytenbach,South Africa,806168044.0,59628000.0,Start
Helen Zille,South Africa,806214900.0,59628000.0,B
Andrew Feinstein,South Africa,806276907.0,59628000.0,Start
Buti Manamela,South Africa,806350255.0,59628000.0,Stub
Francis William Reitz,South Africa,806431046.0,59628000.0,GA
Trevor Manuel,South Africa,806525210.0,59628000.0,C
Paul Kruger,South Africa,806646547.0,59628000.0,FA
Nkosazana Dlamini-Zuma,South Africa,806987838.0,59628000.0,C
Barbara Follett (politician),South Africa,807145596.0,59628000.0,C
Ruth First,South Africa,807176409.0,59628000.0,C
Winnie Madikizela-Mandela,South Africa,807194252.0,59628000.0,C
Gwen Mahlangu-Nkabinde,South Africa,807219290.0,59628000.0,Start
Manto Tshabalala-Msimang,South Africa,807258376.0,59628000.0,C
Pansy Tlakula,South Africa,807393156.0,59628000.0,Stub
Vilho Turunen,Finland,627432937.0,5529000.0,Stub
Vihtori Aromaa,Finland,628261896.0,5529000.0,Stub
Jonathan Wartiovaara,Finland,628268705.0,5529000.0,Stub
Arvi Turkka,Finland,628270736.0,5529000.0,Stub
Juho Heikkinen,Finland,628312759.0,5529000.0,Stub
Emanuel Aromaa,Finland,628379479.0,5529000.0,Stub
Jukka Lankila,Finland,628563978.0,5529000.0,Stub
Jalmari Malmi,Finland,628619000.0,5529000.0,Stub
Viljo Pousi,Finland,628766656.0,5529000.0,Stub
Jooseppi Kauranen,Finland,628988952.0,5529000.0,Stub
Sofia Hjulgrén,Finland,630396351.0,5529000.0,Stub
Vihtori Viitanen,Finland,630396786.0,5529000.0,Stub
Johan Franzén (politician),Finland,632447328.0,5529000.0,Stub
Olli Zitting,Finland,644024203.0,5529000.0,Stub
Otto Elfving,Finland,647893858.0,5529000.0,Stub
Ville Korhonen (politician),Finland,655031906.0,5529000.0,Stub
Onni Hallsten,Finland,655032578.0,5529000.0,Stub
Ilmi Hallsten,Finland,689893447.0,5529000.0,Stub
Tuomas Pohjanpalo,Finland,690700220.0,5529000.0,Stub
Pekka Pesola,Finland,693514155.0,5529000.0,Stub
Viktor Magnus von Born,Finland,694949199.0,5529000.0,Stub
Lennart Byman,Finland,694949347.0,5529000.0,Stub
Johan Helo,Finland,694969219.0,5529000.0,Stub
Gunnar Henriksson,Finland,694969272.0,5529000.0,Stub
William Lundström,Finland,700027061.0,5529000.0,Stub
Jacob Magnus Sprengtporten,Finland,702707688.0,5529000.0,Start
Axel Lille,Finland,702729826.0,5529000.0,Stub
Lauri Kaijalainen,Finland,702893111.0,5529000.0,Stub
Gun Carlson,Finland,703366953.0,5529000.0,Stub
Roger Jansson,Finland,703366980.0,5529000.0,Stub
Olof Erland,Finland,703392035.0,5529000.0,Stub
Sune Eriksson,Finland,703392121.0,5529000.0,Stub
Juho Niukkanen,Finland,703874973.0,5529000.0,Stub
Lasse Wiklöf,Finland,704575541.0,5529000.0,Stub
Irina Krohn,Finland,704866062.0,5529000.0,Stub
Kaisa Leka,Finland,706085467.0,5529000.0,Start
Erik Fleming (councilor),Finland,706474747.0,5529000.0,Stub
Aino-Maija Luukkonen,Finland,707049490.0,5529000.0,Stub
Jörgen Strand,Finland,707581912.0,5529000.0,Stub
Erik von Frenckell,Finland,708576431.0,5529000.0,Start
Frans Hanhisalo,Finland,708851288.0,5529000.0,Stub
Heikki Heikinpoika Vaanila,Finland,708937184.0,5529000.0,Stub
List of Finnish politicians,Finland,709130615.0,5529000.0,Start
Jussi Saukkonen,Finland,709443473.0,5529000.0,Stub
Kyösti Haataja,Finland,709443675.0,5529000.0,Stub
Pekka Pennanen,Finland,709444062.0,5529000.0,Stub
Ilmari Linna,Finland,709620439.0,5529000.0,Stub
Roger Nordlund,Finland,710039894.0,5529000.0,Stub
Ivar Nordlund,Finland,710330848.0,5529000.0,Stub
Paavo Nikula,Finland,710983727.0,5529000.0,Stub
Jaakko Jonkka,Finland,711971278.0,5529000.0,Stub
Otto Karhi,Finland,713105030.0,5529000.0,Stub
Daniel Juslenius,Finland,713858369.0,5529000.0,Start
Vice lantråd,Finland,713952020.0,5529000.0,Stub
Johan Ehn,Finland,714065467.0,5529000.0,Stub
Robert Wilhelm Lagerborg,Finland,714936944.0,5529000.0,Stub
Julius Ailio,Finland,715533582.0,5529000.0,Stub
Juhani Arajärvi,Finland,715533618.0,5529000.0,Stub
Arthur Castrén,Finland,715533684.0,5529000.0,Stub
Leo Ehrnrooth,Finland,715533871.0,5529000.0,Stub
Selim Ekbom,Finland,715533892.0,5529000.0,Stub
Anders Henrik Falck,Finland,715533919.0,5529000.0,Stub
Mikhail Fyodorovich Ganskau,Finland,715534017.0,5529000.0,Stub
Johan Ulrik Sebastian Gripenberg,Finland,715534050.0,5529000.0,Stub
Lennart Gripenberg,Finland,715534065.0,5529000.0,Stub
Lars Gabriel von Haartman,Finland,715534100.0,5529000.0,Stub
Viktor Hedlund,Finland,715534135.0,5529000.0,Stub
Valde Hirvikanta,Finland,715534150.0,5529000.0,Stub
Aleksander von Kothen,Finland,715534986.0,5529000.0,Stub
Carl Fabian Langenskiöld,Finland,715535053.0,5529000.0,Stub
Oskari Wilho Louhivuori,Finland,715535153.0,5529000.0,Stub
Karl August Ramsay,Finland,715535384.0,5529000.0,Stub
Felix Saarikoski,Finland,715535467.0,5529000.0,Stub
Onni Schildt,Finland,715535499.0,5529000.0,Stub
Teodor Sillman,Finland,715535795.0,5529000.0,Stub
Aleksander Strandman,Finland,715535887.0,5529000.0,Stub
Väinö Hakkila,Finland,715785582.0,5529000.0,Stub
Kauno Kleemola,Finland,715789722.0,5529000.0,Stub
Veikko Helle,Finland,715789918.0,5529000.0,Stub
Jukka Mikkola,Finland,715850349.0,5529000.0,Stub
Reino Oittinen,Finland,716114639.0,5529000.0,Stub
Onni Hiltunen,Finland,716424027.0,5529000.0,Stub
Paula Björkqvist,Finland,716496048.0,5529000.0,Stub
Tytti Seppänen,Finland,716795417.0,5529000.0,Stub
Runar Karlsson,Finland,717691790.0,5529000.0,Stub
Impi Lukkarinen,Finland,718915831.0,5529000.0,Stub
Veli Merikoski,Finland,719822192.0,5529000.0,Stub
Karl Harald Felix Furuhjelm,Finland,720280540.0,5529000.0,Start
Martin Isaksson,Finland,720505360.0,5529000.0,Stub
Seppo Sanaksenaho,Finland,720809461.0,5529000.0,Stub
Jyrki Otila,Finland,720986237.0,5529000.0,Start
Ilkka Hakalehto,Finland,721132533.0,5529000.0,Stub
Markku Andersson,Finland,721597352.0,5529000.0,Stub
Olof Salmén,Finland,722095722.0,5529000.0,Stub
Toivo Topias Pohjala,Finland,723936938.0,5529000.0,Stub
Marketta Kokkonen,Finland,724252318.0,5529000.0,Stub
Mauno Forsman,Finland,724355226.0,5529000.0,Stub
Oskari Vihantola,Finland,724835152.0,5529000.0,Stub
Arvo Sävelä,Finland,724838717.0,5529000.0,Stub
Leo Gummerus,Finland,724839540.0,5529000.0,Stub
Juho Malkamäki,Finland,724846656.0,5529000.0,Stub
George Granfelt,Finland,724848015.0,5529000.0,Stub
August Isaksson,Finland,724848646.0,5529000.0,Stub
Väinö Kivilinna,Finland,724849330.0,5529000.0,Stub
Arthur Lagerlöf,Finland,724849395.0,5529000.0,Stub
Evert Huttunen,Finland,724851479.0,5529000.0,Stub
Antti Juutilainen,Finland,724861783.0,5529000.0,Stub
Janne Ihamuotila,Finland,724862716.0,5529000.0,Stub
Matti Pietinen,Finland,724871095.0,5529000.0,Stub
Raimo Mähönen,Finland,724879669.0,5529000.0,Stub
Sirkka Lekman,Finland,724881596.0,5529000.0,Stub
Hilda Hannunen,Finland,724882834.0,5529000.0,Stub
Matti Viljanen,Finland,724888837.0,5529000.0,Stub
Markku Lehtosaari,Finland,724896019.0,5529000.0,Stub
Kari Kantalainen,Finland,724897676.0,5529000.0,Stub
Ulla Juurola,Finland,724900067.0,5529000.0,Stub
Osmo Vepsäläinen,Finland,724900968.0,5529000.0,Stub
Paul Paavela,Finland,724928491.0,5529000.0,Stub
Lauri Kähkönen,Finland,725043044.0,5529000.0,Stub
Mai Kivelä,Finland,725461977.0,5529000.0,Stub
Nils Mustelin,Finland,726692928.0,5529000.0,Start
Väinö Hupli,Finland,727967441.0,5529000.0,Stub
Iiro Viinanen,Finland,728126959.0,5529000.0,Stub
Tytti Isohookana-Asunmaa,Finland,730945448.0,5529000.0,Stub
Suvi-Anne Siimes,Finland,730946679.0,5529000.0,Start
Väinö Leskinen,Finland,731770906.0,5529000.0,Start
Pekka Aakula,Finland,731805771.0,5529000.0,Stub
Artturi Aalto,Finland,731805829.0,5529000.0,Stub
Kalle Aalto,Finland,731805903.0,5529000.0,Stub
Fanny Ahlfors,Finland,731805963.0,5529000.0,Stub
Ivar Alanen,Finland,731805998.0,5529000.0,Stub
August Hjelt,Finland,731808702.0,5529000.0,Stub
Toivo Wiherheimo,Finland,731910771.0,5529000.0,Stub
Otto Wrede,Finland,733081138.0,5529000.0,Stub
Pekka Ahmavaara,Finland,733364334.0,5529000.0,Stub
Rosa Meriläinen,Finland,733502902.0,5529000.0,Stub
Hugo Rautapää,Finland,733529485.0,5529000.0,Stub
Jalmar Castrén,Finland,734346024.0,5529000.0,Stub
Iida Vemmelpuu,Finland,734474605.0,5529000.0,Stub
Wilhelm Alexander Thesleff,Finland,734511726.0,5529000.0,Start
Mikko Ampuja,Finland,735147671.0,5529000.0,Stub
Jaakko Loukko,Finland,735312705.0,5529000.0,Stub
Agathon Meurman,Finland,735599407.0,5529000.0,Stub
Otto Donner,Finland,736542441.0,5529000.0,Stub
Paavo Virkkunen,Finland,736755929.0,5529000.0,Stub
Jan-Magnus Jansson,Finland,736892978.0,5529000.0,Stub
Matti Paasivuori,Finland,736893308.0,5529000.0,Start
Kai Donner,Finland,736907004.0,5529000.0,Start
Waldemar Schauman,Finland,737414797.0,5529000.0,Stub
Julius Sundblom,Finland,737682819.0,5529000.0,Start
Nestori Kaasalainen,Finland,737767706.0,5529000.0,Stub
Fredrik Stjernvall,Finland,738872256.0,5529000.0,Stub
Matti Morottaja,Finland,741112687.0,5529000.0,Start
Pekka Aikio,Finland,741112966.0,5529000.0,Stub
Thomas Wallgren,Finland,741424124.0,5529000.0,Start
Platon Ivanovich Ivanov,Finland,742689850.0,5529000.0,Start
Arvo Salminen,Finland,745101501.0,5529000.0,Stub
Sulo Aittoniemi,Finland,745119116.0,5529000.0,Stub
Axel Palmgren,Finland,745692997.0,5529000.0,Stub
Iisakki Nikkola,Finland,746163324.0,5529000.0,Stub
Danne Sundman,Finland,746887558.0,5529000.0,Stub
Jakob Gadolin,Finland,748252068.0,5529000.0,Start
Johannes Linnankoski,Finland,748952375.0,5529000.0,Stub
Terttu Savola,Finland,749481272.0,5529000.0,Start
August Leskinen,Finland,751027616.0,5529000.0,Stub
Fritz Arthur Jusélius,Finland,751097332.0,5529000.0,Stub
Juho Takala,Finland,751305594.0,5529000.0,Stub
Arvo Pohjannoro,Finland,752171074.0,5529000.0,Stub
Yrjö Mäkelin,Finland,752436316.0,5529000.0,Start
Yrjö Sakari Yrjö-Koskinen,Finland,752436377.0,5529000.0,Stub
Ossian Wuorenheimo,Finland,753853548.0,5529000.0,Stub
Klaus Fleming,Finland,754253696.0,5529000.0,Start
Matti Ahde,Finland,754425007.0,5529000.0,Stub
Jouni Mykkänen,Finland,754993568.0,5529000.0,Stub
Eeno Pusa,Finland,755957737.0,5529000.0,Stub
Emil Rautaharju,Finland,756342280.0,5529000.0,Stub
Raimo Ilaskivi,Finland,756718618.0,5529000.0,Stub
Antti Lindtman,Finland,756760159.0,5529000.0,Start
Arto Satonen,Finland,756760170.0,5529000.0,Stub
Erkki Pulliainen,Finland,756760236.0,5529000.0,Start
Esko Ahonen,Finland,756760252.0,5529000.0,Stub
Hannes Manninen,Finland,756760338.0,5529000.0,Stub
Ilkka Viljanen,Finland,756760372.0,5529000.0,Stub
Jaana Laitinen-Pesola,Finland,756760379.0,5529000.0,Stub
Jacob Söderman,Finland,756760389.0,5529000.0,Start
Johannes Koskinen,Finland,756760444.0,5529000.0,Stub
Juhana Vartiainen,Finland,756760484.0,5529000.0,Stub
Jyrki Yrttiaho,Finland,756760555.0,5529000.0,Stub
Kai Mykkänen,Finland,756760568.0,5529000.0,Stub
Kalle Jokinen,Finland,756760570.0,5529000.0,Stub
Kimmo Sasi,Finland,756760594.0,5529000.0,Stub
Kyösti Karjula,Finland,756760639.0,5529000.0,Stub
Lasse Männistö,Finland,756760642.0,5529000.0,Stub
Mats Löfström,Finland,756760731.0,5529000.0,Stub
Mika Raatikainen,Finland,756760781.0,5529000.0,Stub
Minna Sirnö,Finland,756760794.0,5529000.0,Stub
Rakel Hiltunen,Finland,756761123.0,5529000.0,Stub
Sofia Vikman,Finland,756761391.0,5529000.0,Stub
Susanna Haapoja,Finland,756761396.0,5529000.0,Stub
Susanna Koski,Finland,756761402.0,5529000.0,Stub
Tapani Tölli,Finland,756761406.0,5529000.0,Stub
Terhi Peltokorpi,Finland,756761436.0,5529000.0,Stub
Tom Packalén,Finland,756761453.0,5529000.0,Stub
Tuula Väätäinen,Finland,756761475.0,5529000.0,Stub
Unto Valpas,Finland,756761501.0,5529000.0,Stub
Valto Koski,Finland,756761504.0,5529000.0,Stub
Wille Rydman,Finland,756761526.0,5529000.0,Stub
Janina Andersson,Finland,756796860.0,5529000.0,Stub
Johanna Jurva,Finland,756819762.0,5529000.0,Stub
Katja Hänninen,Finland,756822108.0,5529000.0,Stub
Leena Rauhala,Finland,756823349.0,5529000.0,Stub
Merikukka Forsius,Finland,756826698.0,5529000.0,Stub
Nanna Sumuvuori,Finland,756827364.0,5529000.0,Start
Sari Palm,Finland,756830347.0,5529000.0,Stub
Ulla-Maj Wideroos,Finland,756833038.0,5529000.0,Stub
Erkki Virtanen,Finland,757050759.0,5529000.0,Stub
Aili Siiskonen,Finland,757340358.0,5529000.0,Stub
Alma Jokinen,Finland,757340390.0,5529000.0,Stub
Anna Haverinen,Finland,757340434.0,5529000.0,Stub
Hilda Herrala,Finland,757341179.0,5529000.0,Stub
Hilma Valjakka,Finland,757341214.0,5529000.0,Stub
Laura Brander-Wallin,Finland,757341461.0,5529000.0,Stub
Lempi Tuomi,Finland,757341468.0,5529000.0,Stub
Martta Salmela-Järvinen,Finland,757341754.0,5529000.0,Stub
Mimmi Haapasalo,Finland,757341816.0,5529000.0,Stub
Sylvi Siltanen,Finland,757342110.0,5529000.0,Stub
Sylvi-Kyllikki Kilpi,Finland,757342113.0,5529000.0,Stub
Ida Hämäläinen,Finland,757564804.0,5529000.0,Stub
Voitto Eloranta,Finland,757564808.0,5529000.0,Stub
Toivo Hjalmar Långström,Finland,757564813.0,5529000.0,Stub
Lauri Letonmäki,Finland,757564814.0,5529000.0,Stub
Kaisu-Mirjami Rydberg,Finland,757564821.0,5529000.0,Start
Juha T. Viitasaari,Finland,757564824.0,5529000.0,Stub
Mauri Ryömä,Finland,757564830.0,5529000.0,Stub
Taisto Sinisalo,Finland,757564837.0,5529000.0,Stub
Esa Hietanen,Finland,757564844.0,5529000.0,Stub
Ilmari Auer,Finland,757564949.0,5529000.0,Stub
Eva Heikinheimo,Finland,757564954.0,5529000.0,Stub
Taavetti Heimonen,Finland,757564955.0,5529000.0,Stub
Eemil Linna,Finland,757564965.0,5529000.0,Stub
Johannes Lundson,Finland,757564969.0,5529000.0,Stub
Kaarlo Vuokoski,Finland,757564981.0,5529000.0,Stub
Lauri Linna,Finland,757565138.0,5529000.0,Stub
Kalevi Remes,Finland,757565139.0,5529000.0,Stub
Olavi Tupamäki,Finland,757565143.0,5529000.0,Stub
Augusta Laine,Finland,757665649.0,5529000.0,Stub
Aune Mänttäri,Finland,757665656.0,5529000.0,Stub
Arthur Brofeldt,Finland,757838800.0,5529000.0,Stub
Mikko Piitulainen,Finland,757887100.0,5529000.0,Stub
Vappu Heinonen,Finland,759040670.0,5529000.0,Stub
Matti Kekki,Finland,759518575.0,5529000.0,Stub
Annie Furuhjelm,Finland,759819555.0,5529000.0,C
Anna-Liisa Linkola,Finland,760706102.0,5529000.0,Stub
Lucina Hagman,Finland,760710006.0,5529000.0,Stub
Juho Eerola,Finland,760828437.0,5529000.0,Stub
Peter Lindbäck,Finland,760993373.0,5529000.0,Stub
Stefan Wallin,Finland,761072947.0,5529000.0,Start
Eino S. Repo,Finland,761194274.0,5529000.0,Start
Mikko Vainio,Finland,761715077.0,5529000.0,Stub
Olavi Mäenpää,Finland,762076149.0,5529000.0,Stub
Ahti Pekkala,Finland,762919200.0,5529000.0,Stub
Ernst Estlander,Finland,763808737.0,5529000.0,Stub
Tuomo Puumala,Finland,763840919.0,5529000.0,Stub
Eemeli Aakula,Finland,764034891.0,5529000.0,Stub
Jukka Tuomikoski,Finland,764751831.0,5529000.0,Stub
Kasten Antell,Finland,765288891.0,5529000.0,Stub
Anne Berner,Finland,766281768.0,5529000.0,C
Tyyne Salomaa,Finland,766365985.0,5529000.0,Stub
Walter Kuusela,Finland,767981915.0,5529000.0,Stub
First Ladies and Gentlemen of Finland,Finland,768124053.0,5529000.0,Start
Iisakki Hoikka,Finland,768302190.0,5529000.0,Stub
